Year,ID Type,Primary Concentration,Secondary Concentration,Language,Secondary Languages,Programming Experience,Coding Frequency,Programming Comfort,Design Comfort,Computer Types,Operating Systems 1,Operating Systems 2,Operating Systems 3,Operating Systems 4,Gender,Age,State,Country,Combined Address
2011,Harvard College,Computer Science,Mind Brain Behavior,C,"C, Java, JavaScript, HTML / CSS, PHP, Ocaml",1 to 3 years,Weekly,5,,Laptop,Windows 7, Linux / Unix,,,Male,18 to 24,GA,USA,
2011,Harvard College,Computer Science,Government,JavaScript,"BASIC, C, C++, C#, Java, JavaScript, HTML / CSS, PHP, Python, Ruby, SQL",Over 3 years,Daily,5,,Laptop,Windows XP, Windows 7, Mac OS, Linux,Male,18 to 24,MA,USA,
2011,Harvard College,Molecular and Cellular Biology,N/A,C,"JavaScript, HTML / CSS",Less than 6 months,Less than once per month,2,,Laptop,Windows Vista,,,,Female,18 to 24,MD,USA,
2011,Harvard College,Biomedical Engineering (SB),Computer Science,C,"HTML / CSS, PHP",Less than 6 months,Less than once per month,2,,Laptop,Windows XP, Mac OS,,,Male,18 to 24,FL,USA,
2011,Harvard College,Computer Science,Visual and Environmental Sciences,C,"C, C#, Java, JavaScript, HTML / CSS, PHP, Python, SQL, Scheme",1 to 3 years,Weekly,4,,Laptop,Mac OS,,,,Female,18 to 24,,Argentina,
2011,Harvard College,Economics,Computer Science,HTML / CSS,JavaScript,Less than 6 months,Less than once per month,1,,Laptop,Mac OS,,,,Male,18 to 24,,Kenya,
2011,DCE,Information Technology,Information Management,Java,"JavaScript, HTML / CSS, PHP, Python, SQL, VB / VBScript",Over 3 years,Weekly,4,,Laptop,Windows XP, Windows 7, Mac OS, Linux,Male,45 to 64,OH,USA,
2011,Harvard College,Economics,N/A,C,"JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Less than once per month,1,,Laptop,Mac OS,,,,Female,18 to 24,,Brazil,
2011,Harvard College,OEB,N/A,C,"HTML / CSS, PHP, SQL",Less than 6 months,Less than once per month,3,,Laptop,Mac OS,,,,Male,18 to 24,MA,USA,
2011,Harvard College,Computer Science,Economics,PHP,"C, JavaScript, HTML / CSS, SQL",Less than 6 months,Two or more times per month,2,,Laptop,Mac OS,,,,Male,18 to 24,"Montreal, Canada.",Canada,
2011,DCE,Biochemistry,Applied Mathematics,Java,Perl,6 months to 1 year,Once per month,3,,Desktop,Mac OS,,,,Male,25 to 44,NH,USA,
2011,Harvard College,Earth and Planetary Sciences,N/A,BASIC,"R, Matlab, Fortran, IDL",Over 3 years,Daily,5,,"Desktop, Laptop",Mac OS, Linux / Unix,,,Male,25 to 44,MA,USA,
2011,DCE,Professional Development,Programming Experience,VB / VBScript,C,Over 3 years,Two or more times per month,3,,Desktop,Windows Vista,,,,Male,25 to 44,MA,USA,
2011,Harvard College,Computer Science,Applied Mathematics,Java,"C, Java, HTML / CSS, PHP, SQL",1 to 3 years,Weekly,4,,Laptop,Windows 7,,,,Male,18 to 24,CA,USA,
2011,Harvard College,Biological Chemistry and Molecular Pharmacology (Ph.D.),Biochemistry,Java,"C, JavaScript, HTML / CSS",Over 3 years,Less than once per month,4,,"Desktop, Laptop",Windows XP, Windows 7,,,Male,25 to 44,MA,USA,
2011,DCE,Masters in Information Technology - Software Engineering,N/A,Perl,"C, Java, JavaScript, HTML / CSS, Perl, Python, SQL, BASH, Shell Scripting",Over 3 years,Daily,5,,"Desktop, Laptop",Windows XP, Windows Vista, Linux,,Male,25 to 44,MA,USA,
2011,Harvard College,Computer Science,N/A,HTML / CSS,"C, JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Two or more times per month,2,,Laptop,Windows 7,,,,Female,18 to 24,MN,USA,
2011,Harvard College,Computer Science,N/A,Python,"C, C++, JavaScript, HTML / CSS, LISP, PHP, Python, SQL",Over 3 years,Weekly,5,,Laptop,Windows 7, Linux / Unix,,,Male,18 to 24,,Czech Republic,
2011,Harvard College,Classics,Computer Science,C,"Java, PHP",6 months to 1 year,Once per month,3,,Laptop,Windows XP,,,,Male,18 to 24,MA,USA,
2011,Harvard College,Computer Science,Mathematics,C,"Java, HTML / CSS, PHP, SQL, OCaml",1 to 3 years,Weekly,3,,Laptop,Windows 7,,,,Female,18 to 24,PA,USA,
2011,Harvard College,Computer Science,Mathematics,JavaScript,"C, Java, HTML / CSS, PHP, SQL",1 to 3 years,Daily,4,,Laptop,Windows 7,,,,Male,18 to 24,TX,USA,
2011,Harvard College,Neurobiology,Computer Science,C,"C, HTML / CSS",6 months to 1 year,Less than once per month,3,,Laptop,Mac OS,,,,Female,18 to 24,CA,USA,
2011,Harvard College,Dental Medicine,"BA Urban Planning, BA Sociology",C,C,Less than 6 months,Weekly,2,,Laptop,Mac OS,,,,Male,25 to 44,IL,USA,
2011,Harvard College,Biochemical Sciences,Computer Science,JavaScript,"C, HTML / CSS, Perl, PHP, Python, SQL, VXML, LaTeX, MatLAB, Mathematica, LabVIEW",Over 3 years,Daily,5,,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,18 to 24,NY,USA,
2011,Harvard College,Physics,N/A,C++,"C, C++, Java, HTML / CSS, PHP, Python, SQL",1 to 3 years,Weekly,3,,Laptop,Mac OS,,,,Female,25 to 44,MA,USA,
2011,Harvard College,History,Computer Science,C,"Java, SQL",Over 3 years,Two or more times per month,2,,Laptop,Mac OS,,,,Female,18 to 24,WI,USA,
2011,Harvard College,Chemistry,Computer Science,PHP,"BASIC, C, C++, C#, Java, HTML / CSS, SQL",1 to 3 years,Once per month,3,,Laptop,Mac OS,,,,Male,18 to 24,NC,USA,
2011,Harvard College,Computer Science,N/A,C,"Java, JavaScript, HTML / CSS, PHP",Less than 6 months,Once per month,3,,Laptop,Mac OS,,,,Female,18 to 24,KS,USA,
2011,Harvard College,Computer Science,N/A,HTML / CSS,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python, SQL",Over 3 years,Weekly,5,,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Female,18 to 24,MI,USA,
2011,Harvard College,Organismic and Evolutionary Biology,Computer Science,C,"JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Once per month,1,,Laptop,Mac OS,,,,Male,18 to 24,MD,USA,
2011,Harvard College,Engineering Science,Earth and Planetary Science,C,"JavaScript, HTML / CSS, PHP",Less than 6 months,Weekly,2,,Laptop,Windows Vista,,,,Female,18 to 24,CO,USA,
2011,Harvard College,Computer Science,Molecular and Cellular Biology,Java,"C, C#, Java, Perl, R",Over 3 years,Weekly,4,,Laptop,Windows Vista,,,,Male,18 to 24,MD,USA,
2011,Harvard College,MPA International Development,N/A,PHP,"HTML / CSS, PHP, SQL",1 to 3 years,Two or more times per month,3,,Laptop,Windows XP, Mac OS,,,Male,25 to 44,,Norway,
2011,DCE,CS,UI,PHP,"BASIC, C, C++, Java, JavaScript, HTML / CSS, Perl, PHP, Python, SQL, VB / VBScript, Processing",Over 3 years,Daily,5,,"Desktop, Laptop",Windows XP, Windows Vista, Windows 7, Linux,Male,45 to 64,MA,USA,
2011,Harvard College,Computer Science,N/A,PHP,"C, JavaScript, HTML / CSS, PHP, Ruby, SQL",Less than 6 months,Daily,4,,Laptop,Mac OS,,,,Female,18 to 24,MT,USA,
2011,DCE,N/A,N/A,SQL,Java,Over 3 years,Less than once per month,4,,Laptop,Windows Vista,,,,Male,25 to 44,PA,USA,
2011,Harvard College,History,Computer Science,Java,"C, Java, VB / VBScript",Over 3 years,Weekly,4,,Laptop,Windows 7, Linux / Unix,,,Male,18 to 24,NY,USA,
2011,Harvard College,Computer Science,Psychology,C,"C, Java, JavaScript, HTML / CSS, PHP, SQL",6 months to 1 year,Weekly,3,,Laptop,Mac OS,,,,Female,18 to 24,CA,USA,
2011,DCE,Digital media arts and instructional design:,N/A,JavaScript,"C, X3D/vRML",1 to 3 years,Once per month,2,,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,25 to 44,CA,USA,
2011,DCE,Commercial Engineering,Masters in Marketing,BASIC,BASIC,Less than 6 months,Less than once per month,2,,"Desktop, Laptop",Windows XP, Mac OS,,,Female,25 to 44,,Ecuador,
2011,Harvard College,Mathematics,Computer Science,Python,"C, C++, SQL",1 to 3 years,Two or more times per month,4,,Laptop,Windows 7,,,,Male,18 to 24,CA,USA,
2011,Harvard College,English,Computer Science,PHP,"C, JavaScript, HTML / CSS, SQL",1 to 3 years,Weekly,3,,Laptop,Mac OS,,,,Male,18 to 24,MI,USA,
2011,Harvard College,Sociology,Computer Science,PHP,"C, JavaScript, HTML / CSS, PHP",6 months to 1 year,Once per month,3,,Laptop,Mac OS,,,,Male,18 to 24,FL,USA,
2011,Harvard College,Applied Mathematics with Computer Science,Computer Science,C,"JavaScript, HTML / CSS, PHP, SQL",6 months to 1 year,Two or more times per month,3,,Laptop,Windows 7,,,,Female,18 to 24,NY,USA,
2011,Harvard College,Social Studies,Computer Science,PHP,"C, Java, JavaScript, HTML / CSS, PHP, SQL, VB / VBScript",Over 3 years,Weekly,4,,Laptop,Mac OS,,,,Male,18 to 24,NM,USA,
2011,Harvard College,Computer Science,N/A,JavaScript,"C, Java, JavaScript, HTML / CSS, PHP, Python, SQL",1 to 3 years,Weekly,4,,Laptop,Windows 7,,,,Male,18 to 24,TN,USA,
2011,Harvard College,Chemistry,N/A,Java,"C, HTML / CSS, PHP, SQL, OcamL",1 to 3 years,Two or more times per month,4,,Laptop,Windows Vista, Mac OS,,,Male,18 to 24,FL,USA,
2011,DCE,M.S. Applied Statistics and Epidemiology,N/A,SQL,SAS,Over 3 years,Daily,3,,Laptop,Windows XP,,,,Female,25 to 44,CA,USA,
2011,DCE,Environmental Engineering,N/A,HTML / CSS,HTML / CSS,6 months to 1 year,Daily,2,,Laptop,Mac OS,,,,Male,18 to 24,MA,USA,
2011,DCE,Information Technology,Digital Media,HTML / CSS,"BASIC, Java, JavaScript, HTML / CSS",1 to 3 years,Once per month,2,,"Desktop, Laptop",Windows XP, Windows 7, Mac OS,,Male,45 to 64,NJ,USA,
2011,Harvard College,Government,Economics,C,"JavaScript, HTML / CSS, PHP",Less than 6 months,Weekly,4,,Laptop,Mac OS,,,,Female,18 to 24,CA,USA,
2011,DCE,Electrical Engineering,N/A,C++,"C, SQL, VB / VBScript",Less than 6 months,Less than once per month,3,,Laptop,Mac OS,,,,Female,25 to 44,CA,USA,
2011,Harvard College,Computer Science,MBB,JavaScript,"C, Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Weekly,4,,Laptop,Windows 7,,,,Female,18 to 24,NJ,USA,
2011,Harvard College,Psychology,Economics,PHP,"C, JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Weekly,3,,Desktop,Windows XP, Windows Vista,,,Female,18 to 24,CA,USA,
2011,Harvard College,Economics,Computer Science,C,"Java, HTML / CSS, PHP, SQL",6 months to 1 year,Two or more times per month,3,,Laptop,Mac OS,,,,Male,18 to 24,DC,USA,
2011,DCE,Astronomy,N/A,HTML / CSS,"C, JavaScript, Perl, PHP, SQL, IDL",Over 3 years,Daily,4,,"Desktop, Laptop",Mac OS, Linux / Unix,,,Male,18 to 24,MA,USA,
2011,Harvard College,Computer Science,Economics,C,"C, JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Two or more times per month,3,,Laptop,Mac OS,,,,Male,18 to 24,NJ,USA,
2011,Harvard College,Computer Science,N/A,Python,"C, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Weekly,4,,Laptop,Mac OS,,,,Male,18 to 24,CA,USA,
2011,Harvard College,Social Studies,Computer Science,PHP,"C, JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Two or more times per month,2,,Laptop,Mac OS,,,,Female,18 to 24,,Israel,
2011,Harvard College,Mathematics,Computer Science,C,"Java, JavaScript, HTML / CSS, VB / VBScript",6 months to 1 year,Weekly,4,,Laptop,Windows Vista,,,,Female,,AL,USA,
2011,DCE,Multimedia,N/A,HTML / CSS,"JavaScript, HTML / CSS",Over 3 years,Less than once per month,2,,"Desktop, Laptop",Windows XP, Mac OS, Linux,,Female,25 to 44,CA,USA,
2011,Harvard College,Computer Science,N/A,C,Java,Over 3 years,Weekly,3,,Laptop,Windows XP,,,,,,CA,USA,
2011,Harvard College,Government,Statistics,C,"Java, HTML / CSS, PHP, SQL",6 months to 1 year,Less than once per month,3,,Laptop,Windows 7,,,,Male,18 to 24,,Singapore,
2011,Harvard College,Applied Mathematics,N/A,C,"JavaScript, PHP, SQL",1 to 3 years,Two or more times per month,3,,Laptop,Windows Vista,,,,Female,18 to 24,NY,USA,
2011,DCE,ALM Information Technology Information Management Systems,N/A,Java,"C++, JavaScript, HTML / CSS, PHP, SQL",Over 3 years,Once per month,5,,Laptop,Windows 7,,,,Male,25 to 44,ON,Canada,
2011,Harvard College,Engineering Sciences,N/A,C,"Java, HTML / CSS, PHP, SQL",6 months to 1 year,Less than once per month,3,,"Desktop, Laptop",Windows Vista, Windows 7,,,Male,18 to 24,MA,USA,
2011,Harvard College,Computer Science,Mathematics,C,"C, Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Weekly,4,,Laptop,Mac OS,,,,Male,18 to 24,NY,USA,
2011,Harvard College,Computer Science,N/A,Java,"C, C++, JavaScript, Python, Matlab",Over 3 years,Weekly,4,,Laptop,Mac OS,,,,Female,25 to 44,MA,USA,
2011,DCE,Natural Science,Master in GIS,Python,"JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Two or more times per month,2,,"Desktop, Laptop",Windows XP,,,,Male,25 to 44,MA,USA,
2011,Harvard College,Neurobiology,N/A,JavaScript,"C, HTML / CSS, PHP",Less than 6 months,Weekly,3,,Laptop,Windows 7,,,,Female,18 to 24,MA,USA,
2011,Harvard College,Economics,Computer Science,C,"C, JavaScript, HTML / CSS, PHP, Python",Less than 6 months,Two or more times per month,2,,Laptop,Mac OS,,,,Female,18 to 24,CA,USA,
2011,Harvard College,History of Science,Economics,HTML / CSS,"C, HTML / CSS",6 months to 1 year,Weekly,3,,Laptop,Windows 7,,,,Female,18 to 24,FL,USA,
2011,DCE,Information Technology - Computation & Mathematics,Engineering Science,Java,"BASIC, HTML / CSS",Less than 6 months,Once per month,3,,Laptop,Mac OS,,,,Female,25 to 44,ON,Canada,
2011,Harvard College,M.DesS,N/A,C,"C#, HTML / CSS, PHP, Python, SQL, Processing",Less than 6 months,Weekly,3,,"Desktop, Laptop",Windows Vista,,,,Male,25 to 44,CA,USA,
2011,Harvard College,Information management systems,N/A,C++,"Java, HTML / CSS, VB / VBScript",Over 3 years,Less than once per month,3,,"Desktop, Laptop",Windows XP, Windows 7, Mac OS, Linux,Male,25 to 44,MA,USA,
2011,DCE,"Masters in Agriculture, Food, and Environment",Chemical Engineering,BASIC,I've been learning Processing,Less than 6 months,Weekly,3,,Laptop,Windows 7, Mac OS,,,Female,25 to 44,MA,USA,
2011,DCE,Business,Computer Science,C,"C, Arduino - bastardized C",Less than 6 months,Two or more times per month,2,,"Desktop, Laptop",Mac OS,,,,Male,18 to 24,AL,USA,
2011,DCE,Information Technology,Digital Media,HTML / CSS,"JavaScript, PHP",6 months to 1 year,Weekly,3,,Laptop,Windows 7, Mac OS,,,Male,25 to 44,MA,USA,
2012,DCE,Computer Science,N/A,JavaScript,C#,6 months to 1 year,Weekly,3,,"Desktop, Laptop",Windows 7,,,,Female,25 to 44,WA,USA,
2012,DCE,Mechanical Engineering,Computer Science,Python,"C, C++, Java, HTML / CSS, PHP, Python, SQL",Over 3 years,Weekly,5,,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,25 to 44,RI,USA,
2012,Harvard College,MAUD,Architecture,HTML / CSS,scripting in Flash,Less than 6 months,Less than once per month,2,,Laptop,Windows 7, Mac OS,,,Male,25 to 44,IL,USA,
2012,DCE,Software Engineering,N/A,HTML / CSS,"C#, JavaScript, HTML / CSS, SQL",6 months to 1 year,Less than once per month,2,,Laptop,Mac OS,,,,Female,25 to 44,NY,USA,
2012,Harvard College,Architecture and Computational Design,Urban data visualization.,Java,"C#, Java, HTML / CSS, some Python",1 to 3 years,Weekly,4,,"Desktop, Laptop",Windows 7, Mac OS,,,Female,25 to 44,,Spain,
2012,DCE,Master of Information Technology,N/A,PHP,HTML / CSS,6 months to 1 year,Once per month,2,,Desktop,Windows 7,,,,Male,25 to 44,MA,USA,
2012,Harvard College,Computer Science,N/A,PHP,"C, Java, JavaScript, HTML / CSS, Perl, PHP, SQL",Over 3 years,Weekly,5,,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,25 to 44,MA,USA,
2012,Harvard College,Computer Science,Economics,C,"C, C++, C#, Java, JavaScript, HTML / CSS, PHP, Python, SQL",1 to 3 years,Weekly,4,,"Desktop, Laptop",Windows XP, Windows 7, Mac OS, Linux,Male,18 to 24,WA,USA,
2012,Harvard College,Neurobiology,economics,JavaScript,C,Less than 6 months,Less than once per month,2,,Laptop,Mac OS,,,,Male,18 to 24,CA,USA,
2012,Harvard College,Neurobiology,Secondary in CS,C,"C, JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Less than once per month,2,,Laptop,Windows 7,,,,Female,18 to 24,,China,
2012,Harvard College,Anthropology,Computer Science,C,"C, JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Less than once per month,1,,Laptop,Mac OS,,,,Female,18 to 24,MA,USA,
2012,Harvard College,Applied Mathematics - Computer Science,Economics,C,"C, C++, Java, JavaScript, HTML / CSS, PHP, SQL",6 months to 1 year,Daily,4,,Laptop,Mac OS,,,,Male,18 to 24,IN,USA,
2012,Harvard College,Neurobiology,N/A,C,"JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Weekly,3,,Laptop,Mac OS,,,,Male,18 to 24,MA,USA,
2012,Harvard College,Economics,Computer Science / Psychology,C,"Java, JavaScript",6 months to 1 year,Less than once per month,2,,Laptop,Windows 7, Mac OS,,,Male,18 to 24,NY,USA,
2012,Harvard College,Government,Computer Science,HTML / CSS,"C++, JavaScript, PHP, SQL",6 months to 1 year,Less than once per month,3,,Laptop,Mac OS,,,,Female,18 to 24,CA,USA,
2012,Harvard College,Computer Science,Statistics,C,"C, C++, C#, Java, JavaScript, HTML / CSS, PHP, Python, OCaml",1 to 3 years,Weekly,5,,Laptop,Mac OS,,,,Female,18 to 24,VT,USA,
2012,Harvard College,Applied Mathematics,Computer Science,C,"PHP, SQL, MATLAB, Mathematica",6 months to 1 year,Weekly,3,,Laptop,Mac OS,,,,Male,18 to 24,GA,USA,
2012,DCE,Information Technology,Information management systems,HTML / CSS,"C, C++, Java, JavaScript, HTML / CSS, SQL",1 to 3 years,Weekly,4,,"Desktop, Laptop",Windows 7,,,,Male,18 to 24,,India,
2012,Harvard College,Computer Science - Mathematics,Near Eastern Languages and Civilizations,C,"C, Java, HTML / CSS, PHP, Python, SQL",1 to 3 years,Daily,5,,Laptop,Windows 7,,,,Female,18 to 24,MA,USA,
2012,Harvard College,Statistics,Economics,C,"Python, R",6 months to 1 year,Less than once per month,2,,Laptop,Windows 7, Mac OS,,,Female,18 to 24,ON,Canada,
2012,Harvard College,Computer Science,N/A,HTML / CSS,"C, JavaScript, HTML / CSS, PHP, Python, SQL",6 months to 1 year,Weekly,3,,Laptop,Windows 7,,,,Female,18 to 24,GA,USA,
2012,Harvard College,Computer Science,Astrophysics,C,"HTML / CSS, PHP, SQL",6 months to 1 year,Two or more times per month,4,,Laptop,Windows XP,,,,Female,18 to 24,,Pakistan.,
2012,Harvard College,Psychology,Computer Science,Python,"C, JavaScript, HTML / CSS, PHP, Python, SQL, VB / VBScript",1 to 3 years,Daily,3,,Laptop,Windows 7,,,,Female,18 to 24,NJ,USA,
2012,Harvard College,Computer Science,Don't know yet,C,"C, Java, HTML / CSS, PHP, Python, SQL",Less than 6 months,Weekly,4,,Laptop,Mac OS,,,,Male,18 to 24,PA,USA,
2012,DCE,Web Development,Computer Science,PHP,"JavaScript, HTML / CSS, PHP, SQL, ColdFusion",1 to 3 years,Daily,3,,"Desktop, Laptop",Windows Vista, Windows 7, Mac OS,,Male,25 to 44,GA,USA,
2012,DCE,N/A,N/A,Perl,"BASIC, JavaScript, HTML / CSS, PHP, SQL",Over 3 years,Daily,5,,"Desktop, Laptop",Windows XP, Windows 7, Mac OS, Linux,Male,25 to 44,MA,USA,
2012,DCE,N/A,(Distant student),Python,Java,Less than 6 months,Less than once per month,1,,Laptop,Mac OS,,,,Female,18 to 24,MA,USA,
2012,Harvard College,Statistics,Computer Science,C,"C, JavaScript, HTML / CSS, PHP, SQL, R",6 months to 1 year,Weekly,4,,Laptop,Mac OS,,,,Male,25 to 44,,Israel,
2012,Harvard College,Chemistry,Computer Science,C,"C, JavaScript, HTML / CSS, PHP",Less than 6 months,Less than once per month,2,,Laptop,Mac OS,,,,Male,18 to 24,NJ,USA,
2012,Harvard College,Computer Science,Economics,C,"BASIC, C, C++, Java, HTML / CSS, Perl, PHP, Python, Ruby, SQL",Over 3 years,Weekly,5,,Laptop,Linux,,,,Male,25 to 44,NH,USA,
2012,DCE,Sociology,N/A,HTML / CSS,PHP,Over 3 years,Less than once per month,2,,Laptop,Mac OS,,,,Female,25 to 44,IL,USA,
2012,Harvard College,Statistics,N/A,C++,"C++, LISP, R",Over 3 years,Weekly,4,,Laptop,Mac OS,,,,Female,25 to 44,,Mexico,
2012,Harvard College,N/A,N/A,Java,"HTML / CSS, Perl, SQL",1 to 3 years,Weekly,4,,"Desktop, Laptop",Mac OS,,,,Male,45 to 64,MA,USA,
2012,DCE,Computer Engineering,Marketing (MBA),Java,"C++, PHP",1 to 3 years,Two or more times per month,4,,Laptop,Windows Vista, Mac OS,,,Male,25 to 44,,United Arab Emirates,
2012,Harvard College,Computer science,Economics,Java,"Java, HTML / CSS, PHP, Python, SQL",1 to 3 years,Weekly,5,,Laptop,Windows 7, Mac OS,,,Male,18 to 24,,Norway,
2012,DCE,Software Engineering,N/A,Python,"Java, SQL, VB / VBScript",Over 3 years,Once per month,4,,Laptop,Linux,,,,Male,25 to 44,ON,Canada,
2012,DCE,Information Technology,Information Management Systems,Java,"BASIC, C, C++, Java, JavaScript, HTML / CSS, PHP, Python, Ruby, SQL, VB / VBScript",Over 3 years,Daily,5,,"Desktop, Laptop",Windows XP, Windows 7,,,Male,25 to 44,MA,USA,
2012,DCE,Kennedy School - Masters in Public Policy,N/A,Java,HTML / CSS,6 months to 1 year,Less than once per month,3,,Laptop,Mac OS,,,,Male,25 to 44,NH,USA,
2012,DCE,N/A,N/A,PHP,"C, Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Two or more times per month,3,,"Desktop, Laptop",Windows XP, Windows Vista, Windows 7,,Female,,NB,Canada,
2012,Harvard College,Physics,computer science,C++,"BASIC, C, C++, C#, Java, MATLAB, Ocaml",Over 3 years,Weekly,4,,Desktop,Windows 7,,,,Male,18 to 24,UT,USA,
2012,Harvard College,Computer Science,Economics,Java,"HTML / CSS, Python, SQL, Matlab",1 to 3 years,Weekly,4,,Laptop,Mac OS,,,,Male,18 to 24,,Norway,
2012,DCE,Machine Learning,Computer Science,Java,"Java, HTML / CSS, MATLAB",1 to 3 years,Once per month,4,,Laptop,Windows 7,,,,Female,25 to 44,CA,USA,
2012,DCE,Biochemistry,Applied Mathematics,Java,Perl,1 to 3 years,Once per month,3,,"Desktop, Laptop",Mac OS,,,,Male,25 to 44,VA,USA,
2012,Harvard College,Computer Science,Economics,C,"C, C#, Java, JavaScript, HTML / CSS, PHP, SQL, ocaml",6 months to 1 year,Daily,5,,Laptop,Windows 7, Mac OS,,,Female,18 to 24,WI,USA,
2012,DCE,Undergrad: Chinese,Mathematics,BASIC,"BASIC, C, C++, C#, Java, JavaScript, HTML / CSS, Perl, PHP, Python, Ruby, SQL, VB / VBScript",Over 3 years,Daily,5,,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,25 to 44,CA,USA,
2012,DCE,Certificate in Applied Sciences,Software Engineering,HTML / CSS,"Java, JavaScript, HTML / CSS, PHP, SQL",Over 3 years,Less than once per month,3,,Laptop,Mac OS,,,,Female,25 to 44,MA,USA,
2012,Harvard College,COMPSCI,Chinese Language Citation,Python,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python, SQL, Actionscript",Over 3 years,Weekly,5,,Laptop,Mac OS,,,,Female,18 to 24,NY,USA,
2012,DCE,Digital arts and design,N/A,HTML / CSS,"C, JavaScript, HTML / CSS, PHP",Less than 6 months,Weekly,2,,Laptop,Windows Vista,,,,Female,25 to 44,NY,USA,
2012,Harvard College,Computer Science,Psychology,Java,C,6 months to 1 year,Once per month,2,,Laptop,Windows 7,,,,Male,18 to 24,New York,USA,
2012,Harvard College,Architecture,N/A,Python,"JavaScript, HTML / CSS, PHP, Python, SQL",Over 3 years,Daily,5,,"Desktop, Laptop",Windows 7, Linux / Unix,,,Male,25 to 44,TX,USA,
2012,DCE,"Master of Liberal Arts, Information Technology",N/A,HTML / CSS,"C, JavaScript, PHP",1 to 3 years,Weekly,3,,Laptop,Windows XP,,,,Male,25 to 44,MA,USA,
2012,Harvard College,MDesS,"Art, Design & the Public Domain",BASIC,Processing,Less than 6 months,Once per month,2,,Laptop,Windows 7,,,,Female,25 to 44,,India,
2012,Harvard College,Computer Science,Economics,C,"BASIC, Java, JavaScript, HTML / CSS, PHP",1 to 3 years,Once per month,3,,Laptop,Windows 7,,,,Female,18 to 24,CA,USA,
2012,Harvard College,Sciences,N/A,BASIC,"C++, C#, Java, JavaScript, HTML / CSS, Perl",Over 3 years,Once per month,5,,Laptop,Windows 7, Mac OS, Linux / Unix,,Male,25 to 44,MA,USA,
2012,Harvard College,Computer Science,Mathematics,C,"C, Java, JavaScript, HTML / CSS, PHP, VB / VBScript",Over 3 years,Weekly,5,,Laptop,Windows 7,,,,Male,18 to 24,NJ,USA,
2012,Harvard College,Computer Science,N/A,Ruby,"BASIC, C, Java, HTML / CSS, Perl, PHP, Python, Ruby",Over 3 years,Weekly,5,,Laptop,Mac OS,,,,Female,18 to 24,KY,USA,
2012,Harvard College,G2 Earth and Planetary Sciences,Geophysics - my specific area,BASIC,"BASIC, C, HTML / CSS, Python",1 to 3 years,Daily,4,,Laptop,Mac OS,,,,Female,18 to 24,NC,USA,
2012,Harvard College,Economics,Computer Science,C,"HTML / CSS, PHP, SQL",6 months to 1 year,Less than once per month,3,,Laptop,Windows 7,,,,Male,18 to 24,CA,USA,
2012,Harvard College,Economics,N/A,C,"C++, HTML / CSS, PHP",1 to 3 years,Once per month,3,,Laptop,Windows 7,,,,Male,18 to 24,CA,USA,
2012,Harvard College,Computer Science,N/A,C++,"C, C++, Java, JavaScript, HTML / CSS, PHP",1 to 3 years,Weekly,5,,"Desktop, Laptop",Windows 7,,,,Male,18 to 24,MA,USA,
2012,Harvard College,N/A,N/A,Java,"C, C++, Java, JavaScript, HTML / CSS, Perl, PHP, SQL",Over 3 years,Weekly,4,,Desktop,Windows XP,,,,Male,18 to 24,MA,USA,
2012,DCE,N/A,N/A,BASIC,Fortran,6 months to 1 year,Less than once per month,3,,Laptop,Windows 7,,,,Female,45 to 64,MA,USA,
2012,Harvard College,Statistics,Computer Science,C,R,Over 3 years,Daily,4,,Laptop,Mac OS, Linux / Unix,,,Male,25 to 44,Australia,,
2012,Harvard College,Software Engineering,N/A,BASIC,LISP,1 to 3 years,Less than once per month,4,,"Desktop, Laptop",Windows 7,,,,Female,,,Puerto Rico,
2012,Harvard College,SB Engineering Sciences (Environmental),Computer Science,Java,"C, JavaScript, HTML / CSS, PHP, SQL, VB / VBScript, OCaml",6 months to 1 year,Two or more times per month,4,,Laptop,Mac OS,,,,Female,18 to 24,BC,Canada,
